Property_Class,Property_Address,Property_City,Sale_Date,Sale_Price,Land_Square_Feet,Age,Rooms,Bedrooms,Basement,Central_Heating,Central_Air_Conditioning,Fireplaces,Full_Baths,Half_Baths,Sale_Year,Sale_Month
203,4549 S LAWLER AVE,CHICAGO,2020-06-18,95000.0,3780.0,63,6,3,Full,Warm Air Furnace,Central A/C,0.0,6,1.0,2020,6
203,5412 S NEVA AVE,CHICAGO,2020-09-09,267000.0,5040.0,63,4,2,Slab,Warm Air Furnace,No Central A/C,0.0,4,0.0,2020,9
203,6043 S ARTESIAN AVE,CHICAGO,2018-01-25,58000.0,3690.0,68,5,3,Full,Warm Air Furnace,No Central A/C,0.0,5,0.0,2018,1
202,5008 S KILDARE AVE,CHICAGO,2019-12-19,223000.0,3780.0,105,3,2,Full,Warm Air Furnace,Central A/C,0.0,3,0.0,2019,12
203,5104 S TRIPP AVE,CHICAGO,2019-03-29,275000.0,3276.0,62,4,2,Slab,Warm Air Furnace,No Central A/C,0.0,4,0.0,2019,3
203,4811 S LEAMINGTON AVE,CHICAGO,2019-04-08,245000.0,3780.0,64,4,2,Slab,Warm Air Furnace,No Central A/C,0.0,4,0.0,2019,4
203,4438 S LEAMINGTON AVE,CHICAGO,2018-08-08,180000.0,3780.0,61,4,2,Crawl,Warm Air Furnace,No Central A/C,0.0,4,0.0,2018,8
203,5129 S LATROBE AVE,CHICAGO,2019-09-19,235000.0,3780.0,102,6,3,Full,Warm Air Furnace,No Central A/C,0.0,6,0.0,2019,9
203,6151 S TROY ST,CHICAGO,2018-07-02,153000.0,5625.0,99,6,3,Full,Hot Water Steam,No Central A/C,0.0,6,0.0,2018,7
203,6042 S TALMAN AVE,CHICAGO,2020-12-23,225000.0,3750.0,97,5,3,Full,Hot Water Steam,No Central A/C,0.0,5,0.0,2020,12
202,5236 S ALBANY AVE,CHICAGO,2020-10-22,75000.0,3750.0,117,5,2,Full,Hot Water Steam,No Central A/C,0.0,5,0.0,2020,10
203,5835 S ROCKWELL ST,CHICAGO,2018-05-15,146000.0,3750.0,108,6,3,Full,Warm Air Furnace,No Central A/C,0.0,6,0.0,2018,5
278,5118 S NAGLE AVE,CHICAGO,2020-02-21,369500.0,5000.0,62,8,4,Full,Warm Air Furnace,Central A/C,0.0,8,0.0,2020,2
203,5213 S KOLMAR AVE,CHICAGO,2019-09-10,155000.0,3780.0,107,4,2,Full,Warm Air Furnace,No Central A/C,0.0,4,0.0,2019,9
203,6137 S MOZART ST,CHICAGO,2018-10-31,90500.0,3750.0,97,5,3,Full,Hot Water Steam,Central A/C,1.0,5,0.0,2018,10
203,6154 S CALIFORNIA AVE,CHICAGO,2018-01-16,212000.0,3750.0,96,5,3,Slab,Warm Air Furnace,No Central A/C,0.0,5,0.0,2018,1
203,5542 S MOZART ST,CHICAGO,2019-04-04,239500.0,3750.0,94,4,3,Slab,Warm Air Furnace,No Central A/C,0.0,4,0.0,2019,4
203,4725 S SPRINGFIELD AVE,CHICAGO,2018-10-19,145000.0,5760.0,102,5,3,Slab,Warm Air Furnace,No Central A/C,0.0,5,0.0,2018,10
205,5700 S TALMAN AVE,CHICAGO,2019-04-23,235000.0,4160.0,66,9,5,Full,Hot Water Steam,No Central A/C,0.0,9,0.0,2019,4
205,5320 S LAWNDALE AVE,CHICAGO,2019-06-18,140000.0,4191.0,76,4,3,Slab,Warm Air Furnace,No Central A/C,0.0,4,0.0,2019,6
203,4615 S KEELER AVE,CHICAGO,2020-02-20,135000.0,4032.0,72,4,2,Full,Warm Air Furnace,No Central A/C,0.0,4,0.0,2020,2
203,3738 S NORMAL AVE,CHICAGO,2018-03-22,365000.0,3125.0,44,5,3,Full,Warm Air Furnace,Central A/C,0.0,5,1.0,2018,3
203,5669 S ARTESIAN AVE,CHICAGO,2018-01-10,139900.0,3630.0,79,5,3,Full,Warm Air Furnace,No Central A/C,0.0,5,1.0,2018,1
202,3825 W 56TH ST,CHICAGO,2019-08-20,199000.0,3750.0,69,4,2,Full,Warm Air Furnace,No Central A/C,0.0,4,0.0,2019,8
203,3901 W 51ST ST,CHICAGO,2020-01-11,240000.0,3258.0,61,4,2,Slab,Warm Air Furnace,No Central A/C,0.0,4,0.0,2020,1
203,5648 S RICHMOND ST,CHICAGO,2018-08-07,130000.0,3750.0,94,6,3,Full,Hot Water Steam,No Central A/C,0.0,6,0.0,2018,8
203,5433 S KOLIN AVE,CHICAGO,2020-09-17,229900.0,3780.0,58,4,3,Slab,Warm Air Furnace,No Central A/C,0.0,4,0.0,2020,9
203,5345 S SAWYER AVE,CHICAGO,2018-04-04,97000.0,3780.0,95,5,3,Full,Hot Water Steam,No Central A/C,0.0,5,0.0,2018,4
203,5858 W 55TH ST,CHICAGO,2018-06-11,175000.0,4950.0,64,5,3,Full,Warm Air Furnace,Central A/C,0.0,5,0.0,2018,6
203,3919 W 58TH PL,CHICAGO,2018-05-07,263000.0,3750.0,79,5,2,Full,Warm Air Furnace,Central A/C,0.0,5,0.0,2018,5
202,5136 S LAWNDALE AVE,CHICAGO,2018-09-20,100000.0,3125.0,127,6,3,Full,Warm Air Furnace,No Central A/C,0.0,6,0.0,2018,9
203,4734 S RIDGEWAY AVE,CHICAGO,2018-10-11,228500.0,6300.0,81,8,3,Full,Warm Air Furnace,No Central A/C,0.0,8,0.0,2018,10
202,3753 W 56TH ST,CHICAGO,2018-06-20,177000.0,4625.0,69,3,2,Slab,Warm Air Furnace,No Central A/C,0.0,3,0.0,2018,6
203,6143 S TROY ST,CHICAGO,2020-10-18,175000.0,3750.0,99,6,3,Full,Warm Air Furnace,No Central A/C,1.0,6,0.0,2020,10
202,4637 S KEELER AVE,CHICAGO,2019-07-10,180000.0,4032.0,71,4,2,Full,Warm Air Furnace,No Central A/C,0.0,4,0.0,2019,7
203,5026 S LAWLER AVE,CHICAGO,2020-11-29,215000.0,3780.0,66,6,3,Full,Electric Heater,Central A/C,0.0,6,0.0,2020,11
203,3054 W 54TH PL,CHICAGO,2018-10-15,158000.0,3625.0,97,6,3,Full,Hot Water Steam,No Central A/C,0.0,6,0.0,2018,10
203,6207 S ALBANY AVE,CHICAGO,2020-09-21,210000.0,3750.0,68,4,2,Slab,Warm Air Furnace,No Central A/C,0.0,4,0.0,2020,9
205,4359 S CHRISTIANA AVE,CHICAGO,2019-02-06,178500.0,3969.0,78,4,2,Slab,Warm Air Furnace,No Central A/C,0.0,4,0.0,2019,2
203,5824 S ALBANY AVE,CHICAGO,2018-02-06,165000.0,3750.0,96,6,3,Full,Hot Water Steam,No Central A/C,0.0,6,0.0,2018,2
202,3639 W 57TH ST,CHICAGO,2019-01-08,235000.0,3125.0,63,5,2,Full,Warm Air Furnace,No Central A/C,0.0,5,0.0,2019,1
203,5143 S HAMLIN AVE,CHICAGO,2020-10-31,264000.0,4250.0,73,6,2,Full,Warm Air Furnace,Central A/C,0.0,6,0.0,2020,10
234,3620 W 55TH PL,CHICAGO,2018-04-02,110000.0,3000.0,64,5,2,Partial,Warm Air Furnace,Central A/C,0.0,5,0.0,2018,4
202,5230 S PARKSIDE AVE,CHICAGO,2018-08-03,216500.0,3125.0,101,4,2,Full,Warm Air Furnace,Central A/C,0.0,4,1.0,2018,8
204,6048 S FAIRFIELD AVE,CHICAGO,2018-08-06,220000.0,5250.0,96,7,4,Full,Hot Water Steam,No Central A/C,0.0,7,0.0,2018,8
203,6224 S ARTESIAN AVE,CHICAGO,2020-10-01,51000.0,3750.0,102,5,3,Full,Warm Air Furnace,No Central A/C,1.0,5,0.0,2020,10
203,4644 S KARLOV AVE,CHICAGO,2018-01-20,170000.0,4032.0,127,5,2,Full,Warm Air Furnace,Central A/C,0.0,5,0.0,2018,1
205,3807 W 56TH ST,CHICAGO,2019-04-05,170000.0,3750.0,107,4,3,Full,Hot Water Steam,No Central A/C,0.0,4,0.0,2019,4
234,3921 W 56TH PL,CHICAGO,2020-12-28,190000.0,3500.0,23,6,3,Partial,Warm Air Furnace,Central A/C,0.0,6,1.0,2020,12
203,4731 S KEDVALE AVE,CHICAGO,2018-11-01,90000.0,3780.0,98,4,2,Slab,Warm Air Furnace,No Central A/C,0.0,4,0.0,2018,11
203,5344 S MEADE AVE,CHICAGO,2020-08-11,236900.0,4687.0,65,5,3,Slab,Warm Air Furnace,No Central A/C,0.0,5,0.0,2020,8
203,6147 S TALMAN AVE,CHICAGO,2019-07-02,185000.0,3750.0,96,6,3,Full,Hot Water Steam,No Central A/C,0.0,6,1.0,2019,7
202,5131 S FRANCISCO AVE,CHICAGO,2019-02-28,204000.0,3780.0,95,4,2,Full,Hot Water Steam,No Central A/C,0.0,4,0.0,2019,2
203,6109 S ARTESIAN AVE,CHICAGO,2020-06-11,178000.0,3690.0,99,6,3,Full,Hot Water Steam,No Central A/C,0.0,6,2.0,2020,6
203,4754 S CAMPBELL AVE,CHICAGO,2020-03-31,175000.0,3750.0,70,4,2,Full,Warm Air Furnace,No Central A/C,0.0,4,0.0,2020,3
203,6124 S KOLIN AVE,CHICAGO,2019-08-28,225000.0,3780.0,66,6,3,Full,Warm Air Furnace,No Central A/C,0.0,6,1.0,2019,8
278,5536 S KEELER AVE,CHICAGO,2019-12-19,316000.0,6300.0,61,8,6,Full,Hot Water Steam,No Central A/C,2.0,8,1.0,2019,12
205,6019 S MAJOR AVE,CHICAGO,2020-12-09,405000.0,4158.0,77,8,3,Partial,Warm Air Furnace,Central A/C,0.0,8,1.0,2020,12
202,6037 S MCVICKER AVE,CHICAGO,2019-07-12,247000.0,3750.0,67,4,2,Full,Warm Air Furnace,Central A/C,1.0,4,1.0,2019,7
203,5713 S WHIPPLE ST,CHICAGO,2019-03-18,192000.0,3150.0,96,6,3,Full,Warm Air Furnace,No Central A/C,0.0,6,0.0,2019,3
203,3846 W 60TH PL,CHICAGO,2018-01-18,155000.0,3125.0,57,7,4,Full,Warm Air Furnace,No Central A/C,0.0,7,0.0,2018,1
202,5608 S AUSTIN AVE,CHICAGO,2019-07-29,205000.0,3125.0,63,4,2,Full,Warm Air Furnace,Central A/C,1.0,4,0.0,2019,7
203,3615 W 62ND PL,CHICAGO,2020-10-14,248000.0,3630.0,94,6,3,Full,Hot Water Steam,No Central A/C,0.0,6,1.0,2020,10
203,6230 S KILBOURN AVE,CHICAGO,2019-12-12,268000.0,4725.0,72,4,3,Slab,Warm Air Furnace,No Central A/C,0.0,4,0.0,2019,12
203,6241 S AUSTIN AVE,CHICAGO,2020-10-20,239000.0,4199.0,66,5,3,Full,Warm Air Furnace,Central A/C,0.0,5,0.0,2020,10
202,3924 W 59TH ST,CHICAGO,2018-01-03,255000.0,3750.0,61,4,2,Full,Warm Air Furnace,No Central A/C,0.0,4,0.0,2018,1
205,5127 S LAWNDALE AVE,CHICAGO,2020-10-31,201000.0,4250.0,73,6,3,Full,Warm Air Furnace,No Central A/C,0.0,6,0.0,2020,10
202,5540 S MENARD AVE,CHICAGO,2018-09-17,225000.0,4687.0,66,5,3,Full,Warm Air Furnace,No Central A/C,0.0,5,0.0,2018,9
203,6154 S AUSTIN AVE,CHICAGO,2018-06-27,258000.0,3780.0,42,5,3,Full,Warm Air Furnace,Central A/C,0.0,5,1.0,2018,6
205,3534 W 62ND PL,CHICAGO,2019-03-21,150000.0,6250.0,132,7,4,Full,Hot Water Steam,No Central A/C,0.0,7,0.0,2019,3
203,4239 W 55TH ST,CHICAGO,2018-06-05,215000.0,3750.0,65,5,3,Full,Warm Air Furnace,No Central A/C,0.0,5,0.0,2018,6
234,5944 S MAJOR AVE,CHICAGO,2018-11-01,140000.0,3750.0,59,5,3,Partial,Warm Air Furnace,No Central A/C,0.0,5,1.0,2018,11
203,3635 W 60TH ST,CHICAGO,2019-11-25,245000.0,3750.0,97,7,4,Full,Warm Air Furnace,No Central A/C,0.0,7,0.0,2019,11
205,2655 W 55TH ST,CHICAGO,2020-12-03,239830.0,3750.0,81,6,3,Full,Hot Water Steam,No Central A/C,0.0,6,1.0,2020,12
202,3638 W 57TH PL,CHICAGO,2018-01-04,162500.0,3125.0,94,4,2,Slab,Warm Air Furnace,No Central A/C,0.0,4,0.0,2018,1
203,5943 S PARKSIDE AVE,CHICAGO,2020-02-20,251000.0,3750.0,59,6,3,Partial,Warm Air Furnace,No Central A/C,0.0,6,1.0,2020,2
202,5047 S RIDGEWAY AVE,CHICAGO,2019-07-03,193000.0,3780.0,74,4,2,Slab,Warm Air Furnace,No Central A/C,0.0,4,0.0,2019,7
203,6223 S MASON AVE,CHICAGO,2020-11-04,280000.0,3780.0,66,4,3,Full,Warm Air Furnace,No Central A/C,0.0,4,0.0,2020,11
203,3811 W 60TH ST,CHICAGO,2019-11-22,230000.0,3875.0,65,6,3,Full,Warm Air Furnace,No Central A/C,0.0,6,0.0,2019,11
202,5354 S KENNETH AVE,CHICAGO,2020-11-30,300000.0,3780.0,65,4,2,Full,Warm Air Furnace,No Central A/C,0.0,4,0.0,2020,11
203,4807 S LAWLER AVE,CHICAGO,2019-06-25,189000.0,3780.0,64,4,2,Slab,Warm Air Furnace,No Central A/C,0.0,4,0.0,2019,6
210,4058 W 58TH PL,CHICAGO,2018-01-12,135000.0,2000.0,78,5,3,Slab,Warm Air Furnace,Central A/C,0.0,5,1.0,2018,1
202,5243 S TRIPP AVE,CHICAGO,2018-10-18,190000.0,3150.0,63,4,2,Slab,Warm Air Furnace,No Central A/C,0.0,4,0.0,2018,10
203,5536 S NEWCASTLE AVE,CHICAGO,2020-01-12,275000.0,4536.0,69,5,2,Full,Warm Air Furnace,Central A/C,0.0,5,0.0,2020,1
202,5235 S RIDGEWAY AVE,CHICAGO,2018-10-03,218000.0,4625.0,66,4,2,Slab,Warm Air Furnace,No Central A/C,0.0,4,0.0,2018,10
203,5318 S KILDARE AVE,CHICAGO,2019-09-20,269900.0,4725.0,68,6,3,Full,Warm Air Furnace,Central A/C,0.0,6,1.0,2019,9
203,6026 S KILPATRICK AVE,CHICAGO,2018-06-27,214000.0,3780.0,34,6,3,Full,Warm Air Furnace,No Central A/C,0.0,6,1.0,2018,6
202,5649 S WHIPPLE ST,CHICAGO,2018-03-07,65000.0,3875.0,102,4,2,Full,Warm Air Furnace,No Central A/C,0.0,4,0.0,2018,3
203,6005 W 55TH ST,CHICAGO,2020-10-11,245900.0,4375.0,64,5,3,Full,Warm Air Furnace,No Central A/C,0.0,5,0.0,2020,10
203,6024 S KEATING AVE,CHICAGO,2020-11-15,279000.0,3780.0,32,6,3,Full,Warm Air Furnace,Central A/C,0.0,6,0.0,2020,11
203,5626 S PARKSIDE AVE,CHICAGO,2019-07-17,265000.0,3750.0,61,5,3,Full,Warm Air Furnace,No Central A/C,0.0,5,0.0,2019,7
203,6202 S KARLOV AVE,CHICAGO,2018-06-07,233900.0,3780.0,79,8,3,Full,Hot Water Steam,No Central A/C,0.0,8,0.0,2018,6
203,6119 W 55TH ST,CHICAGO,2020-10-19,212500.0,3750.0,64,5,3,Full,Hot Water Steam,No Central A/C,0.0,5,0.0,2020,10
202,5604 S SAYRE AVE,CHICAGO,2019-12-26,342000.0,5560.0,70,4,2,Full,Warm Air Furnace,No Central A/C,0.0,4,0.0,2019,12
204,6037 S KILDARE AVE,CHICAGO,2018-03-27,170000.0,3780.0,99,7,4,Full,Warm Air Furnace,No Central A/C,0.0,7,1.0,2018,3
203,5754 S OAK PARK AVE,CHICAGO,2019-09-03,279900.0,4158.0,98,6,4,Full,Hot Water Steam,No Central A/C,0.0,6,1.0,2019,9
203,5935 S PARKSIDE AVE,CHICAGO,2018-01-09,232000.0,3750.0,59,5,3,Partial,Warm Air Furnace,No Central A/C,0.0,5,1.0,2018,1
203,5706 S NEVA AVE,CHICAGO,2020-03-13,287000.0,3930.0,41,6,3,Full,Warm Air Furnace,Central A/C,0.0,6,0.0,2020,3
203,6104 S MAJOR AVE,CHICAGO,2019-10-18,265000.0,3780.0,79,5,3,Full,Warm Air Furnace,Central A/C,0.0,5,0.0,2019,10
203,4307 W 59TH ST,CHICAGO,2019-08-07,187000.0,3750.0,65,6,3,Full,Warm Air Furnace,No Central A/C,0.0,6,0.0,2019,8
203,5842 S NEWLAND AVE,CHICAGO,2020-11-04,310000.0,5448.0,66,5,3,Full,Warm Air Furnace,Central A/C,0.0,5,0.0,2020,11
203,5520 S MASON AVE,CHICAGO,2019-07-10,312500.0,6250.0,80,7,4,Full,Hot Water Steam,Central A/C,0.0,7,1.0,2019,7
206,5807 S MOZART ST,CHICAGO,2020-03-17,290000.0,3750.0,93,10,5,Full,Warm Air Furnace,No Central A/C,0.0,10,0.0,2020,3
202,5635 S NEW ENGLAND AVE,CHICAGO,2020-11-06,360000.0,5896.0,79,4,2,Full,Warm Air Furnace,Central A/C,0.0,4,0.0,2020,11
203,5714 S PARKSIDE AVE,CHICAGO,2020-01-10,245000.0,6596.0,60,5,2,Full,Warm Air Furnace,Central A/C,0.0,5,0.0,2020,1
203,5915 S MASON AVE,CHICAGO,2018-06-07,266000.0,3150.0,21,6,3,Full,Warm Air Furnace,Central A/C,0.0,6,1.0,2018,6
203,6104 S KARLOV AVE,CHICAGO,2018-04-12,190000.0,3780.0,85,3,2,Full,Hot Water Steam,No Central A/C,0.0,3,1.0,2018,4
202,5828 S SAWYER AVE,CHICAGO,2018-11-14,226000.0,3906.0,105,5,2,Full,Warm Air Furnace,No Central A/C,0.0,5,0.0,2018,11
202,5937 S MAJOR AVE,CHICAGO,2018-11-08,137000.0,4125.0,59,5,3,Partial,Warm Air Furnace,Central A/C,0.0,5,0.0,2018,11
203,4445 W 53RD ST,CHICAGO,2018-08-01,264500.0,3602.0,56,5,3,Full,Warm Air Furnace,No Central A/C,0.0,5,0.0,2018,8
202,6201 S KILDARE AVE,CHICAGO,2020-08-11,285000.0,3791.0,69,5,3,Full,Warm Air Furnace,No Central A/C,0.0,5,0.0,2020,8
203,5844 S MONITOR AVE,CHICAGO,2020-11-28,260000.0,3780.0,60,5,3,Full,Warm Air Furnace,No Central A/C,0.0,5,0.0,2020,11
205,5610 S NEWLAND AVE,CHICAGO,2020-12-31,400000.0,4020.0,90,6,3,Partial,Warm Air Furnace,No Central A/C,1.0,6,1.0,2020,12
205,5918 S KOLMAR AVE,CHICAGO,2020-10-08,265000.0,6000.0,122,4,3,Full,Warm Air Furnace,No Central A/C,0.0,4,0.0,2020,10
203,5730 S ALBANY AVE,CHICAGO,2020-01-11,218000.0,3750.0,97,5,3,Full,Warm Air Furnace,Central A/C,0.0,5,0.0,2020,1
203,5601 S MASON AVE,CHICAGO,2020-08-14,212000.0,4885.0,67,6,3,Crawl,Warm Air Furnace,Central A/C,0.0,6,1.0,2020,8
203,6019 S SPAULDING AVE,CHICAGO,2019-12-11,270000.0,3720.0,105,4,2,Slab,Warm Air Furnace,No Central A/C,0.0,4,0.0,2019,12
205,6010 S MERRIMAC AVE,CHICAGO,2019-11-13,275000.0,3800.0,65,5,3,Full,Warm Air Furnace,Central A/C,0.0,5,0.0,2019,11
203,6016 S KNOX AVE,CHICAGO,2018-10-12,240000.0,3780.0,47,5,3,Full,Warm Air Furnace,No Central A/C,0.0,5,1.0,2018,10
203,3727 W 61ST PL,CHICAGO,2018-08-06,215000.0,3750.0,97,5,2,Full,Hot Water Steam,No Central A/C,0.0,5,0.0,2018,8
203,5650 S ARTESIAN AVE,CHICAGO,2019-06-17,195000.0,3630.0,96,5,3,Full,Hot Water Steam,No Central A/C,0.0,5,0.0,2019,6
202,3722 W 56TH PL,CHICAGO,2020-10-31,171500.0,3750.0,65,5,2,Full,Warm Air Furnace,No Central A/C,0.0,5,0.0,2020,10
203,3517 W 60TH PL,CHICAGO,2020-10-22,135000.0,4166.0,98,7,3,Full,Warm Air Furnace,Central A/C,0.0,7,1.0,2020,10
207,6142 W 60TH ST,CHICAGO,2019-07-17,347500.0,4572.0,21,7,4,Full,Warm Air Furnace,Central A/C,1.0,7,1.0,2019,7
207,6138 W 60TH ST,CHICAGO,2018-07-13,312000.0,4572.0,21,7,4,Full,Warm Air Furnace,Central A/C,0.0,7,1.0,2018,7
202,5248 S KOSTNER AVE,CHICAGO,2019-08-05,215000.0,3780.0,73,4,2,Slab,Warm Air Furnace,No Central A/C,0.0,4,0.0,2019,8
203,6034 S MASSASOIT AVE,CHICAGO,2019-07-05,249900.0,5040.0,75,5,2,Partial,Warm Air Furnace,Central A/C,0.0,5,0.0,2019,7
204,5527 S TRUMBULL AVE,CHICAGO,2020-01-13,220000.0,4567.0,93,6,4,Full,Hot Water Steam,No Central A/C,0.0,6,0.0,2020,1
202,5659 S NOTTINGHAM AVE,CHICAGO,2019-11-18,315000.0,4183.0,70,4,2,Full,Warm Air Furnace,No Central A/C,0.0,4,0.0,2019,11
203,3656 W 60TH PL,CHICAGO,2018-05-31,215000.0,4218.0,66,6,3,Full,Warm Air Furnace,Central A/C,0.0,6,1.0,2018,5
202,5717 S ST LOUIS AVE,CHICAGO,2018-05-22,210000.0,3528.0,97,7,2,Full,Warm Air Furnace,No Central A/C,0.0,7,1.0,2018,5
295,3860 W 51ST ST,CHICAGO,2018-08-27,282000.0,1370.0,15,5,3,Partial,Warm Air Furnace,Central A/C,0.0,5,1.0,2018,8
202,5906 S KOLMAR AVE,CHICAGO,2019-06-21,220000.0,6000.0,66,4,2,Full,Warm Air Furnace,No Central A/C,0.0,4,0.0,2019,6
203,5802 S MERRIMAC AVE,CHICAGO,2019-04-09,310000.0,7606.0,65,5,3,Full,Warm Air Furnace,No Central A/C,0.0,5,1.0,2019,4
203,4253 W 55TH ST,CHICAGO,2018-01-13,211000.0,4125.0,66,5,2,Full,Hot Water Steam,No Central A/C,0.0,5,0.0,2018,1
202,5253 S ARTESIAN AVE,CHICAGO,2018-11-16,83000.0,2725.0,108,3,2,Full,Warm Air Furnace,No Central A/C,0.0,3,1.0,2018,11
205,5850 S NEWCASTLE AVE,CHICAGO,2019-10-23,460000.0,4737.0,66,9,4,Full,Warm Air Furnace,Central A/C,0.0,9,0.0,2019,10
203,3849 W 59TH PL,CHICAGO,2019-03-29,279999.0,4375.0,82,5,2,Full,Warm Air Furnace,No Central A/C,0.0,5,0.0,2019,3
202,6034 S KEATING AVE,CHICAGO,2020-10-29,230000.0,3780.0,109,5,3,Full,Hot Water Steam,No Central A/C,0.0,5,0.0,2020,10
203,3029 W 54TH ST,CHICAGO,2018-01-05,158900.0,2973.0,91,5,3,Full,Hot Water Steam,No Central A/C,0.0,5,0.0,2018,1
203,5819 S WASHTENAW AVE,CHICAGO,2020-04-27,202000.0,4125.0,97,7,4,Full,Hot Water Steam,No Central A/C,0.0,7,1.0,2020,4
202,6227 S MASON AVE,CHICAGO,2020-08-03,282000.0,3780.0,65,5,2,Full,Warm Air Furnace,Central A/C,0.0,5,0.0,2020,8
203,5923 S KARLOV AVE,CHICAGO,2018-08-21,265000.0,3780.0,60,5,3,Full,Hot Water Steam,No Central A/C,0.0,5,0.0,2018,8
203,5736 S MOODY AVE,CHICAGO,2019-08-21,316000.0,5000.0,68,5,3,Full,Warm Air Furnace,Central A/C,0.0,5,1.0,2019,8
202,5610 S KILBOURN AVE,CHICAGO,2018-04-27,231000.0,3780.0,77,4,2,Full,Warm Air Furnace,No Central A/C,0.0,4,0.0,2018,4
202,5418 S KILDARE AVE,CHICAGO,2019-12-12,64000.0,3150.0,107,3,2,Slab,Warm Air Furnace,No Central A/C,0.0,3,0.0,2019,12
203,6046 S MENARD AVE,CHICAGO,2020-07-28,340000.0,3750.0,106,5,3,Full,Hot Water Steam,No Central A/C,0.0,5,0.0,2020,7
203,5833 S KENNETH AVE,CHICAGO,2019-12-16,195000.0,3780.0,70,4,2,Slab,Warm Air Furnace,No Central A/C,0.0,4,0.0,2019,12
202,6215 S MELVINA AVE,CHICAGO,2018-08-28,204000.0,3780.0,72,3,2,Slab,Warm Air Furnace,No Central A/C,0.0,3,0.0,2018,8
202,5523 S KOMENSKY AVE,CHICAGO,2019-12-18,194000.0,3780.0,78,7,4,Full,Hot Water Steam,No Central A/C,1.0,7,0.0,2019,12
202,6135 S KILBOURN AVE,CHICAGO,2019-10-23,226000.0,3780.0,70,7,4,Full,Warm Air Furnace,No Central A/C,0.0,7,0.0,2019,10
203,6050 W 59TH ST,CHICAGO,2018-04-06,245000.0,3750.0,61,6,3,Full,Warm Air Furnace,Central A/C,0.0,6,1.0,2018,4
203,5640 S PARKSIDE AVE,CHICAGO,2018-08-15,263000.0,3750.0,60,5,3,Full,Warm Air Furnace,Central A/C,0.0,5,0.0,2018,8
202,5127 S SPAULDING AVE,CHICAGO,2019-10-25,145000.0,3780.0,132,6,3,Full,Warm Air Furnace,No Central A/C,0.0,6,0.0,2019,10
203,5842 S NEWCASTLE AVE,CHICAGO,2019-09-23,180000.0,4737.0,66,5,3,Full,Warm Air Furnace,No Central A/C,0.0,5,0.0,2019,9
203,5657 S MASON AVE,CHICAGO,2020-08-25,360000.0,3125.0,59,5,3,Full,Warm Air Furnace,No Central A/C,0.0,5,0.0,2020,8
203,6049 S ALBANY AVE,CHICAGO,2019-01-29,165000.0,3750.0,97,6,3,Full,Hot Water Steam,No Central A/C,0.0,6,0.0,2019,1
203,5831 S KILDARE AVE,CHICAGO,2019-06-19,226500.0,3500.0,31,6,3,Full,Warm Air Furnace,Central A/C,0.0,6,0.0,2019,6
202,5717 S MONITOR AVE,CHICAGO,2019-01-29,305000.0,6300.0,66,5,3,Full,Warm Air Furnace,Central A/C,0.0,5,0.0,2019,1
203,5643 S MASON AVE,CHICAGO,2018-08-27,289000.0,4687.0,64,4,2,Partial,Warm Air Furnace,No Central A/C,0.0,4,0.0,2018,8
205,4200 W 59TH ST,CHICAGO,2019-11-05,269900.0,4540.0,69,8,5,Full,Warm Air Furnace,Central A/C,0.0,8,0.0,2019,11
203,5555 S SAWYER AVE,CHICAGO,2019-07-23,165000.0,3780.0,112,6,3,Full,Hot Water Steam,No Central A/C,0.0,6,0.0,2019,7
202,5947 S SAWYER AVE,CHICAGO,2018-06-08,122000.0,3100.0,98,5,2,Full,Warm Air Furnace,No Central A/C,0.0,5,0.0,2018,6
202,4049 W 57TH PL,CHICAGO,2019-08-06,197000.0,3750.0,75,6,4,Full,Warm Air Furnace,No Central A/C,0.0,6,0.0,2019,8
203,5531 S NORDICA AVE,CHICAGO,2020-10-30,230000.0,5280.0,107,6,3,Full,Warm Air Furnace,No Central A/C,0.0,6,0.0,2020,10
203,6242 W 59TH ST,CHICAGO,2019-07-25,289900.0,3125.0,58,4,2,Full,Warm Air Furnace,No Central A/C,0.0,4,0.0,2019,7
203,5743 S MELVINA AVE,CHICAGO,2018-10-29,285000.0,3750.0,66,7,5,Full,Hot Water Steam,No Central A/C,0.0,7,1.0,2018,10
203,5518 S CHRISTIANA AVE,CHICAGO,2018-09-19,169000.0,3150.0,97,7,3,Full,Warm Air Furnace,Central A/C,0.0,7,1.0,2018,9
203,6009 W 55TH ST,CHICAGO,2020-11-28,255000.0,4375.0,64,5,3,Full,Warm Air Furnace,No Central A/C,0.0,5,0.0,2020,11
203,6019 S PARKSIDE AVE,CHICAGO,2018-01-24,200000.0,3780.0,61,5,3,Full,Warm Air Furnace,Central A/C,0.0,5,0.0,2018,1
203,5218 S FRANCISCO AVE,CHICAGO,2019-09-17,187000.0,3750.0,59,5,3,Full,Hot Water Steam,Central A/C,0.0,5,1.0,2019,9
203,5548 S SAYRE AVE,CHICAGO,2018-08-02,337000.0,3931.0,101,6,3,Full,Warm Air Furnace,Central A/C,0.0,6,0.0,2018,8
202,6200 S TRIPP AVE,CHICAGO,2018-10-10,214400.0,3777.0,69,4,2,Full,Warm Air Furnace,Central A/C,0.0,4,1.0,2018,10
203,5701 S MELVINA AVE,CHICAGO,2020-01-11,278500.0,3923.0,69,7,3,Full,Warm Air Furnace,Central A/C,0.0,7,0.0,2020,1
